Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,lat,lon,year,month,day,day_of_year,BA,cause,state,fire_id,fire_name,sfi,fm100,fm1000,vpd,erc,bi,vs,NPP,GDP,Popu,LTC,lat_idx,lon_idx,time_idx,eco_id,fire_class
344056,344056,4055,44.10425,-122.9234,1992,9,20,264,6.0,Human,OR,860039,ALDER BRANCH,95.34246826171876,13.44770336151123,13.781888008117676,1.076020359992981,88.21917724609375,95.89041137695312,3.400000095367432,0.0160858447086598,1341702912.0,0.18261127502330884,45.0,21,7,-88,7.0,1.0
345819,345819,5818,47.0611,-122.7251,2004,8,20,233,6.0,Human,WA,861973,NISQUALLY GRADE,100.0,13.220918655395508,13.46045970916748,0.8629081249237059,96.71232604980467,100.0,3.3500001430511475,-1.3071534047580906,447060224.0,0.3833591840368838,4.0,9,8,55,7.0,1.0
345824,345824,5823,47.177885,-123.99148999999998,2004,7,28,210,6.0,Human,WA,861978,WALKER STATE,100.0,13.41989803314209,16.235969543457028,0.8630101680755615,100.0,100.0,2.6599490642547607,1.9082782984095923,173225.8125,-0.29918370660927096,0.0,8,3,54,7.0,1.0
346606,346606,6605,47.10637,-122.66728,1996,8,28,241,6.0,Human,WA,862808,,99.7260284423828,12.131377220153809,12.6918363571167,1.00395405292511,100.0,87.123291015625,1.0,-1.3036914608999606,520961568.0,0.5305743173135054,0.0,9,8,-41,7.0,1.0
347753,347753,7752,47.38013,-122.85165,1996,7,1,183,6.0,Human,WA,863975,,98.63013458251952,11.426020622253418,15.590051651000977,1.1861989498138428,96.71232604980467,89.58904266357422,1.2239795923233032,2.1666039075775734,89412256.0,-0.05159461882586189,0.0,8,7,-42,7.0,1.0
348030,348030,8029,46.57374,-122.62269,1998,10,26,299,6.0,Human,WA,864254,,68.76712036132811,18.151784896850582,22.4573974609375,0.3700000047683716,57.26027297973633,69.86301422119139,2.299999952316284,1.8641627945842218,114919600.0,-0.2523425278394368,0.0,11,8,-15,7.0,1.0
349183,349183,9182,48.1064,-123.50056,1995,5,31,151,6.0,Human,WA,865433,,100.0,12.182143211364744,15.946173667907717,0.5951275229454039,100.0,100.0,1.9168367385864256,2.3254464669405235,53800288.0,-0.04155722337518314,0.0,5,5,-56,7.0,1.0
349464,349464,9463,46.07428,-122.81247,1995,6,9,160,6.0,Human,WA,865731,,0.0,14.663009643554688,18.03903007507324,0.7904336452484131,67.39726257324219,0.0,1.8999999761581416,1.8086573493156692,57704968.0,0.1759196780561897,0.0,13,7,-55,7.0,1.0
349487,349487,9486,46.44,-122.97266,1995,3,3,62,6.0,Human,WA,865754,,0.0,13.47040843963623,25.81300926208496,0.5257397890090942,51.23287582397461,0.0,4.5073981285095215,-1.5607684772739354,94819600.0,-0.1218563869806131,2.0,11,7,-58,7.0,1.0
349729,349729,9728,47.2387,-123.10047,2000,7,31,213,6.0,Human,WA,866013,,100.0,12.985969543457031,14.764030456542969,0.8402040600776672,99.7260284423828,100.0,4.673979759216309,1.8711703849604875,16953418.0,-0.1419311778819706,5.0,8,6,6,7.0,1.0
349925,349925,9924,46.34511,-123.8376,1993,3,9,68,6.0,Human,WA,866213,,91.50685119628906,20.25586700439453,24.27933692932129,0.5038264989852905,72.876708984375,100.0,6.520663738250732,2.8980425925137308,1223833.5,-0.16869756575044725,2.0,12,3,-82,7.0,1.0
350184,350184,183,47.11106,-123.78949,1994,8,27,239,6.0,Human,WA,866477,,100.0,16.026784896850586,18.06632804870605,0.7989540696144104,100.0,97.80821990966795,2.570918321609497,2.0068662296988276,13709515.0,-0.08839840214501729,0.0,9,3,-65,7.0,1.0
351782,351782,1781,47.19925,-123.98951,2003,5,27,147,6.0,Human,WA,868107,,89.8630142211914,16.123979568481445,24.10204124450684,0.8100000023841858,77.53424835205078,92.05479431152344,3.0619897842407227,1.6902968192764705,169458.28125,-0.29918370660927096,0.0,8,3,40,7.0,1.0
354330,354330,4329,45.71683,-122.74507,2001,7,7,188,6.0,Human,WA,870724,,100.0,10.75561237335205,16.25,1.113877534866333,93.4246597290039,98.08219146728516,3.3443877696990967,2.010338249161139,351140128.0,0.3800133855533242,0.0,14,8,18,7.0,1.0
355347,355347,5346,44.9158,-123.97202,1998,10,21,294,6.0,Human,OR,871806,GORDY CREEK,76.16438293457031,15.346684455871582,26.459949493408203,1.2649999856948853,70.13698577880861,73.6986312866211,2.6000001430511475,2.956796032243247,4911061.0,-0.25903412480655597,0.0,18,3,-15,7.0,1.0
